year,month,day,hour,minute,open,close,low,high,volume
2019,3,4,14,44,143.4500,143.4334,143.4200,143.4500,7150
2019,3,4,14,45,143.4400,143.4300,143.4200,143.4400,3009
2019,3,4,14,46,143.4600,143.4300,143.4199,143.4600,5218
2019,3,4,14,47,143.4400,143.4300,143.4300,143.4500,3351
2019,3,4,14,48,143.4350,143.4254,143.4100,143.4350,9563
2019,3,4,14,49,143.4100,143.3948,143.3912,143.4100,2384
2019,3,4,14,50,143.3700,143.3566,143.3566,143.3700,3476
2019,3,4,14,51,143.3800,143.4000,143.3800,143.4000,8259
2019,3,4,14,52,143.4100,143.5300,143.4100,143.5300,14543
2019,3,4,14,53,143.5400,143.5400,143.5400,143.5400,1190
2019,3,4,14,54,143.5400,143.5199,143.4750,143.5400,14611
2019,3,4,14,55,143.4800,143.4764,143.4700,143.4850,8857
2019,3,4,14,56,143.5180,143.4850,143.4850,143.5180,3802
2019,3,4,14,57,143.4700,143.4700,143.4700,143.4700,2195
2019,3,4,14,58,143.4400,143.4428,143.4400,143.4500,9389
2019,3,4,14,59,143.4500,143.4499,143.4300,143.4500,2051
2019,3,4,15,0,143.4200,143.3800,143.3800,143.4200,4918
2019,3,4,15,1,143.4000,143.3700,143.3700,143.4100,6078
2019,3,4,15,2,143.3600,143.3000,143.3000,143.3600,5178
2019,3,4,15,3,143.2800,143.2900,143.2700,143.2900,10157
2019,3,4,15,4,143.3000,143.3100,143.2900,143.3200,10428
2019,3,4,15,5,143.2980,143.3000,143.2601,143.3000,7430
2019,3,4,15,6,143.2600,143.2700,143.2600,143.2700,2348
2019,3,4,15,7,143.2700,143.2500,143.2500,143.2800,1865
2019,3,4,15,8,143.2501,143.2600,143.2501,143.2650,3842
2019,3,4,15,9,143.3032,143.2965,143.2965,143.3100,2468
2019,3,4,15,10,143.3061,143.3000,143.2800,143.3300,4145
2019,3,4,15,11,143.2500,143.3099,143.2500,143.3099,5218
2019,3,4,15,12,143.3400,143.3400,143.3400,143.3700,3850
2019,3,4,15,13,143.3550,143.3450,143.3450,143.3600,1625
2019,3,4,15,14,143.3500,143.3000,143.3000,143.3550,2740
2019,3,4,15,15,143.3400,143.3000,143.2800,143.3400,9918
2019,3,4,15,16,143.3000,143.2600,143.2600,143.3067,7311
2019,3,4,15,17,143.3400,143.3600,143.3200,143.3600,6231
2019,3,4,15,18,143.3500,143.3500,143.3500,143.3500,1577
2019,3,4,15,19,143.3650,143.3762,143.3601,143.3762,2513
2019,3,4,15,20,143.3858,143.4000,143.3858,143.4000,3496
2019,3,4,15,21,143.3864,143.4000,143.3700,143.4100,17712
2019,3,4,15,22,143.4100,143.4399,143.4100,143.4450,13097
2019,3,4,15,23,143.4092,143.3700,143.3700,143.4150,6930
2019,3,4,15,24,143.3700,143.3000,143.3000,143.3700,6633
2019,3,4,15,25,143.3000,143.3300,143.3000,143.3500,6650
2019,3,4,15,26,143.3600,143.4051,143.3600,143.4051,11338
2019,3,4,15,27,143.4200,143.4500,143.4200,143.4500,3176
2019,3,4,15,28,143.4601,143.4800,143.4601,143.4800,5953
2019,3,4,15,29,143.4800,143.4701,143.4700,143.4800,8154
2019,3,4,15,30,143.4600,143.4400,143.4400,143.4600,6165
2019,3,4,15,31,143.4100,143.4100,143.3600,143.4100,14990
2019,3,4,15,32,143.4400,143.4700,143.4400,143.4700,5412
2019,3,4,15,33,143.4500,143.5300,143.4400,143.5300,7992
2019,3,4,15,34,143.5300,143.5700,143.5300,143.5700,14698
2019,3,4,15,35,143.5500,143.5401,143.5100,143.5500,14109
2019,3,4,15,36,143.5420,143.5400,143.5400,143.5635,4682
2019,3,4,15,37,143.5100,143.4800,143.4600,143.5100,13126
2019,3,4,15,38,143.5000,143.6400,143.5000,143.6400,7052
2019,3,4,15,39,143.6190,143.5899,143.5740,143.6190,13601
2019,3,4,15,40,143.6000,143.5600,143.5600,143.6000,11481
2019,3,4,15,41,143.5550,143.6000,143.5550,143.6000,10779
2019,3,4,15,42,143.5900,143.5750,143.5650,143.6000,9151
2019,3,4,15,43,143.5500,143.4900,143.4900,143.5500,10765
2019,3,4,15,44,143.5100,143.5200,143.5100,143.5200,7385
2019,3,4,15,45,143.5200,143.6100,143.5200,143.6100,13505
2019,3,4,15,46,143.6300,143.6100,143.5900,143.6400,16956
2019,3,4,15,47,143.6035,143.6600,143.6035,143.6600,10547
2019,3,4,15,48,143.6720,143.6720,143.6720,143.6720,1469
2019,3,4,15,49,143.6600,143.6400,143.6400,143.6750,5303
2019,3,4,15,50,143.6250,143.5600,143.5600,143.6250,8159
2019,3,4,15,51,143.5800,143.5900,143.5800,143.5900,6047
2019,3,4,15,52,143.5300,143.5300,143.5000,143.5400,19036
2019,3,4,15,53,143.5300,143.5200,143.5200,143.5300,4905
2019,3,4,15,54,143.5366,143.6000,143.5366,143.6000,10115
2019,3,4,15,55,143.6500,143.6200,143.6200,143.6600,15284
2019,3,4,15,56,143.6000,143.5500,143.5500,143.6200,15763
2019,3,4,15,57,143.6200,143.6167,143.6167,143.6200,9376
2019,3,4,15,58,143.5900,143.5900,143.5800,143.5900,9346
2019,3,4,15,59,143.6000,143.6500,143.6000,143.6500,12320
2019,3,4,16,0,143.6301,143.7300,143.6301,143.7300,27033
2019,3,5,9,31,143.8100,143.8100,143.8100,143.8100,49686
2019,3,5,9,32,143.7500,143.7200,143.7200,143.7500,10576
2019,3,5,9,33,143.6410,143.6410,143.6410,143.6410,3419
2019,3,5,9,34,143.6700,143.6300,143.6300,143.6700,5793
2019,3,5,9,35,143.6050,143.6150,143.6050,143.6450,12102
2019,3,5,9,36,143.6600,143.6900,143.6600,143.6900,9671
2019,3,5,9,37,143.6900,143.6700,143.6300,143.6900,14567
2019,3,5,9,38,143.6700,143.6700,143.6700,143.6700,3734
2019,3,5,9,39,143.6400,143.6400,143.6400,143.6400,2292
2019,3,5,9,40,143.6128,143.5600,143.5600,143.6128,5951
2019,3,5,9,41,143.5800,143.5550,143.5550,143.5800,2408
2019,3,5,9,42,143.5700,143.5750,143.5700,143.5750,10425
2019,3,5,9,43,143.5600,143.5900,143.5600,143.5900,3109
2019,3,5,9,45,143.5000,143.4550,143.4550,143.5000,4413
2019,3,5,9,46,143.4100,143.4300,143.4100,143.4300,99647
2019,3,5,9,47,143.3600,143.3250,143.3250,143.3600,6103
2019,3,5,9,48,143.3400,143.3400,143.3400,143.3400,3703
